"X1","X2","X3","X4","X5","Fecha"
"Acelga","Armenia, Mercar","1067","1200","1133","2023-08-28"
"Acelga","Barranquilla, Barranquillita","4000","4000","4000","2023-08-28"
"Acelga","Bogotá, D.C., Corabastos","300","800","561","2023-08-28"
"Acelga","Bucaramanga, Centroabastos","1400","1500","1450","2023-08-28"
"Acelga","Chiquinquirá (Boyacá)","1100","1200","1167","2023-08-28"
"Acelga","Duitama (Boyacá)","1000","1000","1000","2023-08-28"
"Acelga","Ibagué, Plaza La 21","960","1440","1130","2023-08-28"
"Acelga","Ipiales (Nariño), Ipiales somos todos","1500","2000","1611","2023-08-28"
"Acelga","Medellín, Central Mayorista de Antioquia","1500","2000","1815","2023-08-28"
"Acelga","Neiva, Surabastos","1250","1500","1292","2023-08-28"
"Acelga","Pamplona (Norte de Santander)","2000","2000","2000","2023-08-28"
"Acelga","Pasto, El Potrerillo","2000","2500","2125","2023-08-28"
"Acelga","Pereira, Mercasa","1500","2000","1700","2023-08-28"
"Acelga","Sogamoso (Boyacá)","1000","1000","1000","2023-08-28"
"Acelga","Tunja, Complejo de Servicios del Sur","1300","1600","1456","2023-08-28"
"Acelga","Ubaté (Cundinamarca)","1000","1200","1100","2023-08-28"
"Acelga","Villavicencio, CAV","1200","1600","1403","2023-08-28"
"Ahuyama","Armenia, Mercar","700","800","733","2023-08-28"
"Ahuyama","Barranquilla, Barranquillita","429","500","463","2023-08-28"
"Ahuyama","Barranquilla, Granabastos","471","571","537","2023-08-28"
"Ahuyama","Bogotá, D.C., Corabastos","800","1000","930","2023-08-28"
"Ahuyama","Bucaramanga, Centroabastos","600","700","631","2023-08-28"
"Ahuyama","Buenaventura (Valle del Cauca)","1200","1200","1200","2023-08-28"
"Ahuyama","Cali, Cavasa","700","800","750","2023-08-28"
"Ahuyama","Cali, Santa Helena","800","800","800","2023-08-28"
"Ahuyama","Cartagena, Bazurto","1000","1000","1000","2023-08-28"
"Ahuyama","Cartago (Valle del Cauca)","800","1000","900","2023-08-28"
"Ahuyama","Cúcuta, Cenabastos","900","900","900","2023-08-28"
"Ahuyama","Duitama (Boyacá)","625","688","664","2023-08-28"
"Ahuyama","Ibagué, Plaza La 21","600","900","733","2023-08-28"
"Ahuyama","Manizales, Centro Galerías","1000","1100","1050","2023-08-28"
"Ahuyama","Medellín, Central Mayorista de Antioquia","600","700","650","2023-08-28"
"Ahuyama","Medellín, Plaza Minorista ""José María Villa""","600","700","650","2023-08-28"
"Ahuyama","Montería, Mercado del Sur","440","600","525","2023-08-28"
"Ahuyama","Palmira (Valle del Cauca)","900","1000","963","2023-08-28"
"Ahuyama","Pamplona (Norte de Santander)","1000","1000","1000","2023-08-28"
"Ahuyama","Pereira, La 41","800","1000","900","2023-08-28"
"Ahuyama","Pereira, Mercasa","800","1200","983","2023-08-28"
"Ahuyama","Popayán, Plaza de mercado del barrio Bolívar","680","700","695","2023-08-28"
"Ahuyama","Rionegro (Antioquia)","900","1000","950","2023-08-28"
"Ahuyama","San Gil (Santander)","700","800","750","2023-08-28"
"Ahuyama","Sincelejo, Nuevo Mercado","600","600","600","2023-08-28"
"Ahuyama","Socorro (Santander)","800","900","833","2023-08-28"
"Ahuyama","Sogamoso (Boyacá)","800","850","806","2023-08-28"
"Ahuyama","Tuluá (Valle del Cauca)","800","1000","900","2023-08-28"
