"X1","X2","X3","X4","X5","Fecha"
"Acelga","Armenia, Mercar","1067","1200","1133","2023-07-03"
"Acelga","Barranquilla, Barranquillita","4000","4000","4000","2023-07-03"
"Acelga","Bogotá, D.C., Corabastos","300","500","413","2023-07-03"
"Acelga","Bucaramanga, Centroabastos","1000","1100","1033","2023-07-03"
"Acelga","Chiquinquirá (Boyacá)","1000","1200","1033","2023-07-03"
"Acelga","Duitama (Boyacá)","1000","1000","1000","2023-07-03"
"Acelga","Ibagué, Plaza La 21","800","1120","953","2023-07-03"
"Acelga","Ipiales (Nariño), Ipiales somos todos","1000","1500","1306","2023-07-03"
"Acelga","Medellín, Central Mayorista de Antioquia","1500","2000","1723","2023-07-03"
"Acelga","Neiva, Surabastos","1000","1250","1094","2023-07-03"
"Acelga","Pamplona (Norte de Santander)","1500","2000","1750","2023-07-03"
"Acelga","Pasto, El Potrerillo","1500","2000","1667","2023-07-03"
"Acelga","Pereira, Mercasa","1600","2000","1767","2023-07-03"
"Acelga","Sogamoso (Boyacá)","1000","1000","1000","2023-07-03"
"Acelga","Tunja, Complejo de Servicios del Sur","900","1000","968","2023-07-03"
"Acelga","Ubaté (Cundinamarca)","800","1000","900","2023-07-03"
"Acelga","Villavicencio, CAV","1000","1200","1100","2023-07-03"
"Ahuyama","Arauca (Arauca)","880","1300","1043","2023-07-03"
"Ahuyama","Armenia, Mercar","700","800","733","2023-07-03"
"Ahuyama","Barranquilla, Barranquillita","1257","1500","1374","2023-07-03"
"Ahuyama","Barranquilla, Granabastos","1400","1429","1421","2023-07-03"
"Ahuyama","Bogotá, D.C., Corabastos","1100","1400","1241","2023-07-03"
"Ahuyama","Bucaramanga, Centroabastos","600","800","744","2023-07-03"
"Ahuyama","Buenaventura (Valle del Cauca)","1200","1200","1200","2023-07-03"
"Ahuyama","Cali, Cavasa","900","1000","985","2023-07-03"
"Ahuyama","Cali, Santa Helena","800","900","883","2023-07-03"
"Ahuyama","Cartagena, Bazurto","1500","1500","1500","2023-07-03"
"Ahuyama","Cartago (Valle del Cauca)","800","1000","933","2023-07-03"
"Ahuyama","Cúcuta, Cenabastos","900","900","900","2023-07-03"
"Ahuyama","Duitama (Boyacá)","688","781","727","2023-07-03"
"Ahuyama","Ibagué, Plaza La 21","700","900","817","2023-07-03"
"Ahuyama","Manizales, Centro Galerías","1000","1100","1050","2023-07-03"
"Ahuyama","Medellín, Central Mayorista de Antioquia","600","700","655","2023-07-03"
"Ahuyama","Medellín, Plaza Minorista ""José María Villa""","700","800","705","2023-07-03"
"Ahuyama","Palmira (Valle del Cauca)","1100","1200","1138","2023-07-03"
"Ahuyama","Pamplona (Norte de Santander)","1000","1000","1000","2023-07-03"
"Ahuyama","Pereira, La 41","700","1000","900","2023-07-03"
"Ahuyama","Pereira, Mercasa","800","1000","944","2023-07-03"
"Ahuyama","Popayán, Plaza de mercado del barrio Bolívar","800","860","813","2023-07-03"
"Ahuyama","Rionegro (Antioquia)","800","1100","917","2023-07-03"
"Ahuyama","San Gil (Santander)","800","900","867","2023-07-03"
"Ahuyama","Socorro (Santander)","800","900","833","2023-07-03"
"Ahuyama","Sogamoso (Boyacá)","800","900","825","2023-07-03"
"Ahuyama","Tuluá (Valle del Cauca)","1000","1000","1000","2023-07-03"
"Ahuyama","Tunja, Complejo de Servicios del Sur","625","688","643","2023-07-03"
"Ahuyama","Valledupar, Mercabastos","1400","1500","1450","2023-07-03"
"Ahuyama","Yopal (Casanare)","700","700","700","2023-07-03"
"Ahuyamín (Sakata)","Bogotá, D.C., Corabastos","600","800","713","2023-07-03"
"Ahuyamín (Sakata)","Bucaramanga, Centroabastos","520","560","545","2023-07-03"
"Ahuyamín (Sakata)","Duitama (Boyacá)","800","840","813","2023-07-03"
