"X1","X2","X3","X4","X5","Fecha"
"Acelga","Armenia, Mercar","1067","1200","1133","2023-05-03"
"Acelga","Barranquilla, Barranquillita","3000","3100","3008","2023-05-03"
"Acelga","Bogotá, D.C., Corabastos","300","700","464","2023-05-03"
"Acelga","Bucaramanga, Centroabastos","1000","1500","1167","2023-05-03"
"Acelga","Chiquinquirá (Boyacá)","1000","1000","1000","2023-05-03"
"Acelga","Duitama (Boyacá)","1000","1000","1000","2023-05-03"
"Acelga","Florencia (Caquetá)","1800","2000","1900","2023-05-03"
"Acelga","Ibagué, Plaza La 21","800","1040","933","2023-05-03"
"Acelga","Ipiales (Nariño), Ipiales somos todos","1000","1000","1000","2023-05-03"
"Acelga","Medellín, Central Mayorista de Antioquia","1500","2000","1606","2023-05-03"
"Acelga","Neiva, Surabastos","1250","1500","1396","2023-05-03"
"Acelga","Pamplona (Norte de Santander)","2000","2000","2000","2023-05-03"
"Acelga","Pasto, El Potrerillo","1000","1500","1250","2023-05-03"
"Acelga","Sogamoso (Boyacá)","1000","1500","1250","2023-05-03"
"Acelga","Tunja, Complejo de Servicios del Sur","800","1200","1011","2023-05-03"
"Acelga","Ubaté (Cundinamarca)","600","600","600","2023-05-03"
"Acelga","Villavicencio, CAV","1000","1200","1083","2023-05-03"
"Ahuyama","Arauca (Arauca)","1160","1200","1187","2023-05-03"
"Ahuyama","Armenia, Mercar","700","800","733","2023-05-03"
"Ahuyama","Barranquilla, Barranquillita","500","643","568","2023-05-03"
"Ahuyama","Barranquilla, Granabastos","571","600","581","2023-05-03"
"Ahuyama","Bogotá, D.C., Corabastos","850","1200","1076","2023-05-03"
"Ahuyama","Bucaramanga, Centroabastos","700","700","700","2023-05-03"
"Ahuyama","Buenaventura (Valle del Cauca)","800","1000","933","2023-05-03"
"Ahuyama","Cali, Cavasa","700","800","765","2023-05-03"
"Ahuyama","Cali, Santa Helena","700","700","700","2023-05-03"
"Ahuyama","Cartagena, Bazurto","614","671","648","2023-05-03"
"Ahuyama","Cartago (Valle del Cauca)","900","1000","967","2023-05-03"
"Ahuyama","Cúcuta, Cenabastos","900","900","900","2023-05-03"
"Ahuyama","Duitama (Boyacá)","625","656","635","2023-05-03"
"Ahuyama","Ibagué, Plaza La 21","800","1000","883","2023-05-03"
"Ahuyama","Manizales, Centro Galerías","900","1000","950","2023-05-03"
"Ahuyama","Medellín, Central Mayorista de Antioquia","500","700","580","2023-05-03"
"Ahuyama","Medellín, Plaza Minorista ""José María Villa""","700","800","750","2023-05-03"
"Ahuyama","Montería, Mercado del Sur","540","640","587","2023-05-03"
"Ahuyama","Palmira (Valle del Cauca)","700","900","788","2023-05-03"
"Ahuyama","Pamplona (Norte de Santander)","1000","1200","1022","2023-05-03"
"Ahuyama","Pereira, La 41","900","1000","967","2023-05-03"
"Ahuyama","Pereira, Mercasa","900","1100","983","2023-05-03"
"Ahuyama","Popayán, Plaza de mercado del barrio Bolívar","960","1040","980","2023-05-03"
"Ahuyama","Rionegro (Antioquia)","800","900","857","2023-05-03"
"Ahuyama","San Gil (Santander)","900","1000","967","2023-05-03"
"Ahuyama","Sincelejo, Nuevo Mercado","500","600","533","2023-05-03"
"Ahuyama","Socorro (Santander)","800","1100","983","2023-05-03"
