"X1","X2","X3","X4","X5","Fecha"
"Acelga","Armenia, Mercar","1067","1200","1133","2023-09-20"
"Acelga","Barranquilla, Barranquillita","3000","3000","3000","2023-09-20"
"Acelga","Bogotá, D.C., Corabastos","400","700","540","2023-09-20"
"Acelga","Bucaramanga, Centroabastos","1500","1500","1500","2023-09-20"
"Acelga","Chiquinquirá (Boyacá)","1000","1200","1100","2023-09-20"
"Acelga","Duitama (Boyacá)","1000","1000","1000","2023-09-20"
"Acelga","Florencia (Caquetá)","1800","2000","1900","2023-09-20"
"Acelga","Ibagué, Plaza La 21","960","960","960","2023-09-20"
"Acelga","Ipiales (Nariño), Ipiales somos todos","1500","1500","1500","2023-09-20"
"Acelga","Medellín, Central Mayorista de Antioquia","1000","1500","1148","2023-09-20"
"Acelga","Neiva, Surabastos","1250","1750","1516","2023-09-20"
"Acelga","Pamplona (Norte de Santander)","2000","2000","2000","2023-09-20"
"Acelga","Pasto, El Potrerillo","2000","3000","2375","2023-09-20"
"Acelga","Sogamoso (Boyacá)","1000","1000","1000","2023-09-20"
"Acelga","Tunja, Complejo de Servicios del Sur","900","1000","950","2023-09-20"
"Acelga","Ubaté (Cundinamarca)","1500","1500","1500","2023-09-20"
"Acelga","Villavicencio, CAV","1200","1600","1411","2023-09-20"
"Ahuyama","Arauca (Arauca)","800","920","873","2023-09-20"
"Ahuyama","Armenia, Mercar","700","800","733","2023-09-20"
"Ahuyama","Barranquilla, Barranquillita","643","714","679","2023-09-20"
"Ahuyama","Barranquilla, Granabastos","657","714","689","2023-09-20"
"Ahuyama","Bogotá, D.C., Corabastos","1000","1200","1150","2023-09-20"
"Ahuyama","Bucaramanga, Centroabastos","500","700","600","2023-09-20"
"Ahuyama","Buenaventura (Valle del Cauca)","900","1000","967","2023-09-20"
"Ahuyama","Cali, Cavasa","700","700","700","2023-09-20"
"Ahuyama","Cali, Santa Helena","550","600","592","2023-09-20"
"Ahuyama","Cartagena, Bazurto","457","514","493","2023-09-20"
"Ahuyama","Cartago (Valle del Cauca)","700","900","800","2023-09-20"
"Ahuyama","Cúcuta, Cenabastos","700","800","742","2023-09-20"
"Ahuyama","Duitama (Boyacá)","469","563","521","2023-09-20"
"Ahuyama","Ibagué, Plaza La 21","1000","1200","1033","2023-09-20"
"Ahuyama","Manizales, Centro Galerías","900","1000","950","2023-09-20"
"Ahuyama","Medellín, Central Mayorista de Antioquia","500","650","580","2023-09-20"
"Ahuyama","Medellín, Plaza Minorista ""José María Villa""","600","700","679","2023-09-20"
"Ahuyama","Montería, Mercado del Sur","540","600","568","2023-09-20"
"Ahuyama","Palmira (Valle del Cauca)","700","800","713","2023-09-20"
"Ahuyama","Pamplona (Norte de Santander)","1000","1000","1000","2023-09-20"
"Ahuyama","Pereira, La 41","800","800","800","2023-09-20"
"Ahuyama","Pereira, Mercasa","800","1000","900","2023-09-20"
"Ahuyama","Popayán, Plaza de mercado del barrio Bolívar","720","760","740","2023-09-20"
"Ahuyama","Rionegro (Antioquia)","800","900","849","2023-09-20"
"Ahuyama","San Gil (Santander)","600","800","711","2023-09-20"
"Ahuyama","Sincelejo, Nuevo Mercado","600","600","600","2023-09-20"
"Ahuyama","Socorro (Santander)","800","800","800","2023-09-20"
"Ahuyama","Sogamoso (Boyacá)","700","800","756","2023-09-20"
"Ahuyama","Tuluá (Valle del Cauca)","750","800","788","2023-09-20"
"Ahuyama","Tunja, Complejo de Servicios del Sur","469","563","530","2023-09-20"
"Ahuyama","Valledupar, Mercabastos","600","700","682","2023-09-20"
"Ahuyama","Valledupar, Mercado Nuevo","700","700","700","2023-09-20"
"Ahuyama","Yopal (Casanare)","500","500","500","2023-09-20"
"Ahuyamín (Sakata)","Bogotá, D.C., Corabastos","760","800","797","2023-09-20"
"Ahuyamín (Sakata)","Bucaramanga, Centroabastos","500","600","550","2023-09-20"
"Ahuyamín (Sakata)","Duitama (Boyacá)","760","800","790","2023-09-20"
"Ahuyamín (Sakata)","Florencia (Caquetá)","960","960","960","2023-09-20"
"Ahuyamín (Sakata)","Ibagué, Plaza La 21","1200","1400","1329","2023-09-20"
"Ahuyamín (Sakata)","Neiva, Surabastos","960","1200","1087","2023-09-20"
"Ahuyamín (Sakata)","Pamplona (Norte de Santander)","1000","1000","1000","2023-09-20"
"Ahuyamín (Sakata)","San Gil (Santander)","800","800","800","2023-09-20"
"Ahuyamín (Sakata)","Sogamoso (Boyacá)","760","800","780","2023-09-20"
"Ahuyamín (Sakata)","Tunja, Complejo de Servicios del Sur","1000","1120","1055","2023-09-20"
"Ahuyamín (Sakata)","Villavicencio, CAV","800","1100","967","2023-09-20"
"Ahuyamín (Sakata)","Yopal (Casanare)","1000","1000","1000","2023-09-20"
"Ají topito dulce","Barranquilla, Barranquillita","2500","4000","3467","2023-09-20"
