"X1","X2","X3","X4","X5","Fecha"
"Acelga","Armenia, Mercar","1067","1200","1133","2023-02-25"
"Acelga","Barranquilla, Barranquillita","4000","4000","4000","2023-02-25"
"Acelga","Bogotá, D.C., Corabastos","400","667","576","2023-02-25"
"Acelga","Bucaramanga, Centroabastos","1700","2000","1800","2023-02-25"
"Acelga","Chiquinquirá (Boyacá)","1200","1500","1350","2023-02-25"
"Acelga","Duitama (Boyacá), Mercaplaza","1000","1100","1033","2023-02-25"
"Acelga","Florencia (Caquetá)","2000","2000","2000","2023-02-25"
"Acelga","Ibagué, Plaza La 21","1280","1600","1351","2023-02-25"
"Acelga","Ipiales (Nariño), Ipiales Somos Todos","1500","2000","1571","2023-02-25"
"Acelga","Medellín, Central Mayorista de Antioquia","1500","2000","1679","2023-02-25"
"Acelga","Neiva, Surabastos","1500","2000","1865","2023-02-25"
"Acelga","Pamplona (Norte de Santander)","2000","3000","2500","2023-02-25"
"Acelga","Pasto, El Potrerillo","4000","5000","4167","2023-02-25"
"Acelga","Pereira, Mercasa","2000","2500","2167","2023-02-25"
"Acelga","Tibasosa (Boyacá), Coomproriente","1500","2000","1714","2023-02-25"
"Acelga","Tunja, Complejo de Servicios del Sur","1500","2000","1833","2023-02-25"
"Acelga","Villavicencio, CAV","1200","1600","1500","2023-02-25"
"Acelga","Yopal (Casanare)","2000","2000","2000","2023-02-25"
"Ahuyama","Armenia, Mercar","1000","1200","1133","2023-02-25"
"Ahuyama","Bogotá, D.C., Corabastos","1100","1300","1239","2023-02-25"
"Ahuyama","Bucaramanga, Centroabastos","800","900","825","2023-02-25"
"Ahuyama","Buenaventura (Valle del Cauca)","1600","1700","1650","2023-02-25"
"Ahuyama","Cali, Cavasa","1000","1000","1000","2023-02-25"
"Ahuyama","Cali, Santa Elena","1000","1100","1075","2023-02-25"
"Ahuyama","Cartagena, Bazurto","1600","1800","1700","2023-02-25"
"Ahuyama","Cartago (Valle del Cauca)","1000","1200","1140","2023-02-25"
"Ahuyama","Cúcuta, Cenabastos","1000","1100","1035","2023-02-25"
"Ahuyama","Ibagué, Plaza La 21","700","1000","900","2023-02-25"
"Ahuyama","Manizales, Centro Galerías","1200","1300","1233","2023-02-25"
"Ahuyama","Medellín, Central Mayorista de Antioquia","700","800","750","2023-02-25"
"Ahuyama","Medellín, Plaza Minorista ""José María Villa""","900","1200","1033","2023-02-25"
"Ahuyama","Palmira (Valle del Cauca)","1200","1300","1250","2023-02-25"
"Ahuyama","Pamplona (Norte de Santander)","1000","1000","1000","2023-02-25"
"Ahuyama","Pereira, La 41","1200","1500","1333","2023-02-25"
"Ahuyama","Pereira, Mercasa","1100","1300","1225","2023-02-25"
"Ahuyama","Popayán, Plaza de Mercado del Barrio Bolívar","1200","1400","1300","2023-02-25"
"Ahuyama","Rionegro (Antioquia)","900","1300","1025","2023-02-25"
"Ahuyama","San Gil (Santander)","900","1000","967","2023-02-25"
"Ahuyama","Sincelejo, Nuevo Mercado","1600","1600","1600","2023-02-25"
"Ahuyama","Socorro (Santander)","1000","1100","1033","2023-02-25"
"Ahuyama","Tibasosa (Boyacá), Coomproriente","900","900","900","2023-02-25"
"Ahuyama","Tuluá (Valle del Cauca)","1100","1300","1171","2023-02-25"
"Ahuyama","Tunja, Complejo de Servicios del Sur","562","625","594","2023-02-25"
"Ahuyama","Yopal (Casanare)","1200","1300","1250","2023-02-25"
"Ahuyamín (Sakata)","Arauca (Arauca)","1060","1200","1130","2023-02-25"
"Ahuyamín (Sakata)","Bogotá, D.C., Corabastos","900","1100","1005","2023-02-25"
"Ahuyamín (Sakata)","Bucaramanga, Centroabastos","500","600","530","2023-02-25"
"Ahuyamín (Sakata)","Florencia (Caquetá)","1200","1200","1200","2023-02-25"
"Ahuyamín (Sakata)","Ibagué, Plaza La 21","1000","1800","1533","2023-02-25"
"Ahuyamín (Sakata)","Neiva, Surabastos","960","1200","1147","2023-02-25"
"Ahuyamín (Sakata)","Pamplona (Norte de Santander)","1500","1500","1500","2023-02-25"
"Ahuyamín (Sakata)","San Gil (Santander)","700","800","733","2023-02-25"
"Ahuyamín (Sakata)","Tibasosa (Boyacá), Coomproriente","800","900","842","2023-02-25"
"Ahuyamín (Sakata)","Tunja, Complejo de Servicios del Sur","760","880","816","2023-02-25"
"Ahuyamín (Sakata)","Villavicencio, CAV","1000","1300","1192","2023-02-25"
"Ahuyamín (Sakata)","Yopal (Casanare)","1400","1500","1450","2023-02-25"
"Ají topito dulce","Cartagena, Bazurto","3750","5000","4056","2023-02-25"
"Ají topito dulce","Medellín, Central Mayorista de Antioquia","2500","3500","2996","2023-02-25"
"Ají topito dulce","Montería, Mercado del Sur","3250","4000","3625","2023-02-25"
"Ají topito dulce","Sincelejo, Nuevo Mercado","3500","3500","3500","2023-02-25"
"Ajo","Bogotá, D.C., Corabastos","10000","11000","10408","2023-02-25"
"Ajo","Chiquinquirá (Boyacá)","5000","5500","5083","2023-02-25"
"Ajo","Cúcuta, Cenabastos","4000","4800","4350","2023-02-25"
"Ajo","Duitama (Boyacá), Mercaplaza","3600","4000","3867","2023-02-25"
"Ajo","Ipiales (Nariño), Ipiales Somos Todos","7500","9000","8000","2023-02-25"
"Ajo","Manizales, Centro Galerías","6875","7500","7396","2023-02-25"
"Ajo","Medellín, Central Mayorista de Antioquia","6500","7000","6750","2023-02-25"
"Ajo","Pamplona (Norte de Santander)","3000","4800","4000","2023-02-25"
"Ajo","Pasto, El Potrerillo","8000","9000","8750","2023-02-25"
"Ajo","Pereira, La 41","6667","7778","7352","2023-02-25"
"Ajo","Pereira, Mercasa","6667","8000","7500","2023-02-25"
"Ajo","San Gil (Santander)","5000","5200","5067","2023-02-25"
"Ajo","Tibasosa (Boyacá), Coomproriente","4400","4600","4450","2023-02-25"
"Ajo","Tunja, Complejo de Servicios del Sur","4300","4800","4592","2023-02-25"
"Ajo","Túquerres (Nariño)","8500","9000","8750","2023-02-25"
"Ajo","Villavicencio, CAV","4500","6000","5417","2023-02-25"
"Ajo","Yopal (Casanare)","6500","6750","6625","2023-02-25"
"Ajo importado","Arauca (Arauca)","9700","10000","9833","2023-02-25"
"Ajo importado","Armenia, Mercar","9000","9000","9000","2023-02-25"
"Ajo importado","Barranquilla, Barranquillita","8000","8100","8025","2023-02-25"
"Ajo importado","Barranquilla, Granabastos","7800","8000","7900","2023-02-25"
"Ajo importado","Bogotá, D.C., Corabastos","9000","10000","9334","2023-02-25"
"Ajo importado","Bucaramanga, Centroabastos","8400","8800","8562","2023-02-25"
"Ajo importado","Buenaventura (Valle del Cauca)","8500","9000","8683","2023-02-25"
"Ajo importado","Cali, Cavasa","7000","8000","7812","2023-02-25"
"Ajo importado","Cali, Santa Elena","7500","8000","7750","2023-02-25"
"Ajo importado","Cartagena, Bazurto","7200","8000","7675","2023-02-25"
"Ajo importado","Cartago (Valle del Cauca)","9000","9500","9375","2023-02-25"
"Ajo importado","Cúcuta, Cenabastos","8000","9500","8544","2023-02-25"
"Ajo importado","Ibagué, Plaza La 21","9000","9500","9150","2023-02-25"
"Ajo importado","Ipiales (Nariño), Ipiales Somos Todos","8000","8300","8167","2023-02-25"
"Ajo importado","Manizales, Centro Galerías","9000","10000","9667","2023-02-25"
"Ajo importado","Medellín, Central Mayorista de Antioquia","7800","8000","7850","2023-02-25"
"Ajo importado","Medellín, Plaza Minorista ""José María Villa""","7800","8000","7900","2023-02-25"
"Ajo importado","Montería, Mercado del Sur","7700","8000","7850","2023-02-25"
"Ajo importado","Neiva, Surabastos","8000","8800","8488","2023-02-25"
"Ajo importado","Palmira (Valle del Cauca)","8000","8500","8175","2023-02-25"
"Ajo importado","Pasto, El Potrerillo","7800","9500","8500","2023-02-25"
"Ajo importado","Pereira, La 41","9000","10500","9833","2023-02-25"
"Ajo importado","Pereira, Mercasa","7500","9000","8392","2023-02-25"
"Ajo importado","Popayán, Plaza de Mercado del Barrio Bolívar","8000","8500","8438","2023-02-25"
"Ajo importado","Sincelejo, Nuevo Mercado","7500","8000","7692","2023-02-25"
"Ajo importado","Tuluá (Valle del Cauca)","8500","9500","9117","2023-02-25"
"Ajo importado","Valledupar, Mercabastos","7000","8000","7444","2023-02-25"
"Apio","Arauca (Arauca)","2333","2500","2417","2023-02-25"
"Apio","Armenia, Mercar","1000","1100","1050","2023-02-25"
"Apio","Barranquilla, Barranquillita","1600","1700","1608","2023-02-25"
"Apio","Barranquilla, Granabastos","1500","1600","1558","2023-02-25"
"Apio","Bogotá, D.C., Corabastos","1400","2000","1636","2023-02-25"
