"X1","X2","X3","X4","X5","Fecha"
"Acelga","Armenia, Mercar","1133","1267","1222","2023-06-19"
"Acelga","Barranquilla, Barranquillita","4000","4500","4250","2023-06-19"
"Acelga","Bogotá, D.C., Corabastos","200","600","396","2023-06-19"
"Acelga","Bucaramanga, Centroabastos","1000","1100","1033","2023-06-19"
"Acelga","Chiquinquirá (Boyacá)","1000","1200","1133","2023-06-19"
"Acelga","Duitama (Boyacá)","1000","1000","1000","2023-06-19"
"Acelga","Ibagué, Plaza La 21","800","1120","977","2023-06-19"
"Acelga","Ipiales (Nariño), Ipiales somos todos","1000","1500","1194","2023-06-19"
"Acelga","Medellín, Central Mayorista de Antioquia","1500","2000","1805","2023-06-19"
"Acelga","Neiva, Surabastos","1000","1250","1094","2023-06-19"
"Acelga","Pamplona (Norte de Santander)","2000","2000","2000","2023-06-19"
"Acelga","Pasto, El Potrerillo","2000","2500","2333","2023-06-19"
"Acelga","Pereira, Mercasa","1600","2000","1856","2023-06-19"
"Acelga","Sogamoso (Boyacá)","1000","1000","1000","2023-06-19"
"Acelga","Tunja, Complejo de Servicios del Sur","1000","1200","1067","2023-06-19"
"Acelga","Ubaté (Cundinamarca)","1000","1200","1100","2023-06-19"
"Acelga","Villavicencio, CAV","1000","1200","1100","2023-06-19"
"Ahuyama","Arauca (Arauca)","900","1100","1000","2023-06-19"
"Ahuyama","Armenia, Mercar","700","800","733","2023-06-19"
"Ahuyama","Barranquilla, Barranquillita","1286","1429","1382","2023-06-19"
"Ahuyama","Barranquilla, Granabastos","1371","1457","1418","2023-06-19"
"Ahuyama","Bogotá, D.C., Corabastos","1400","1500","1444","2023-06-19"
"Ahuyama","Bucaramanga, Centroabastos","600","800","700","2023-06-19"
"Ahuyama","Buenaventura (Valle del Cauca)","1200","1200","1200","2023-06-19"
"Ahuyama","Cali, Cavasa","1000","1100","1010","2023-06-19"
"Ahuyama","Cali, Santa Helena","900","1000","983","2023-06-19"
"Ahuyama","Cartagena, Bazurto","1500","1500","1500","2023-06-19"
"Ahuyama","Cartago (Valle del Cauca)","800","1000","900","2023-06-19"
"Ahuyama","Cúcuta, Cenabastos","900","900","900","2023-06-19"
